Song Name,Language,Hit Year,Song Artist,Source,Decade
ciega sordomuda,ES,1999,shakira,Los$40$,1990
cuentame al oido,ES,1999,la oreja de van gogh,Los$40$,1990
despidete,ES,1999,ella baila sola,Los$40$,1990
el extranjero,ES,1999,enrique bunbury,Los Superventas,1990
genie in a bottle,EN,1999,christina aguilera,Los Superventas,1990
gente distinta,ES,1999,Celtas cortos,Los$40$,1990
happy birthday,EN,1999,sunflowers,Los$40$,1990
heartbreaker,EN,1999,mariah carey,Los$40$,1990
I want it that way,EN,1999,backstreet boys,Los Superventas,1990
if you could read my mind,EN,1999,stars on 54,Los$40$,1990
it's not right but it's okay,EN,1999,Whitney Houston,Los Superventas,1990
la buena onda,ES,1999,mpneda dura,Los$40$,1990
la lola,ES,1999,cafe quijano,Los$40$,1990
la ultima carta,ES,1999,las cucas,Los$40$,1990
livin in jam,EN,1999,blue 4 u,Los$40$,1990
livin la vida loca,ES,1999,ricky martin,Los$40$,1990
mambo no. 5 a little bit of...,EN,1999,lou bega,Los Superventas,1990
mania,EN,1999,babel fish,Los$40$,1990
Maria,EN,1999,Blondie,Los Superventas,1990
me and my mulon,EN,1999,dover,Los Superventas,1990
mi confianza,ES,1999,luz casal,Los$40$,1990
mienteme,ES,1999,ketama,Los$40$,1990
Nothing really matters,EN,1999,madonna,Los Superventas,1990
o tu o ninguna,ES,1999,luis miguel,Los$40$,1990
Promises,EN,1999,cranberries,Los Superventas,1990
pura sangre,ES,1999,jarabe de palo,Los$40$,1990
sad eyes,EN,1999,bruce springsteen,Los$40$,1990
salome,ES,1999,chayanne,Los Superventas,1990
santo santo,ES,1999,so pra contrariar,Los$40$,1990
seachin my soul,EN,1999,vonda shepard,Los$40$,1990
so young,EN,1999,the corrs,Los$40$,1990
sometimes,EN,1999,britney spears,Los$40$,1990
strong enough,EN,1999,cher,Los$40$,1990
sweetest thing,EN,1999,U2,Los$40$,1990
te quiero igual,ES,1999,andres calamaro,Los$40$,1990
tender,EN,1999,blur,Los$40$,1990
the rhythm divine,EN,1999,enrique iglesias,Los Superventas,1990
wait here,EN,1999,deviot,Los$40$,1990
when you believe,EN,1999,Whitney Houston,Los$40$,1990
when you're gone,EN,1999,Bryan adams,Los$40$,1990
Whish i could fly,EN,1999,roxette,Los$40$,1990
wild wild west,EN,1999,will smith,Los$40$,1990
You gotta be,EN,1999,des ree,Los Superventas,1990
Agustito,ES,2000,Ketama,Los Superventas,2000
American pie,EN,2000,Madonna,Los Superventas,2000
Beautiful day,EN,2000,U2,Los$40$,2000
boom boom,ES,2000,Chayanne,Los Superventas,2000
Breathless,EN,2000,The Corrs,Los$40$,2000
Bye bye bye,EN,2000,‘N SYNC,Los$40$,2000
C'est la vie,EN,2000,ace of base,Los Superventas,2000
California,ES,2000,Mikel Erentxun,Los$40$,2000
Cartoon heroes,EN,2000,Aqua,Los$40$,2000
Charla del pescado,ES,2000,Juan Perro,Los$40$,2000
Como Camarón,ES,2000,Estopa,Los$40$,2000
Corazon espinado,ES,2000,Santana,Los$40$,2000
Cuando nadie me ve,ES,2000,Alejandro Sanz,Los$40$,2000
Cuídate,ES,2000,La Oreja de Van Gogh,Los$40$,2000
Despierta,ES,2000,Miranda Warning,Los$40$,2000
El cielo no entiende,ES,2000,OBK,Los$40$,2000
El pozo de Arán,ES,2000,Carlos Núñez,Los$40$,2000
Entre el mar y una estrella,ES,2000,Thalia,Los$40$,2000
Entre tú y mil mares,ES,2000,Laura Pausini,Los$40$,2000
Fuego en el fuego,ES,2000,Eros Ramazzotti,Los$40$,2000
Go let it out,EN,2000,Oasis,Los$40$,2000
I will love again,EN,2000,Lara Fabian,Los$40$,2000
If only,EN,2000,Hanson,Los$40$,2000
if you leave me now,EN,2000,Monica Naranjo,Los Superventas,2000
Infinito,ES,2000,Bunbury,Los Superventas,2000
It’s my life,EN,2000,Bon Jovi,Los$40$,2000
La bomba,ES,2000,King Africa,Los$40$,2000
lady hear me tonight,EN,2000,modjo,Los Superventas,2000
Let’s get loud,EN,2000,Jennifer Lopez,Los$40$,2000
Life is a rollercoaster,EN,2000,Ronan Keating,Los$40$,2000
Llamando a la tierra,ES,2000,M-Clan,Los$40$,2000
María María,ES,2000,Santana,Los$40$,2000
Move your body,EN,2000,Eiffel 65,Los$40$,2000
Music,EN,2000,Madonna,Los$40$,2000
no cambie,ES,2000,Tamara,Los Superventas,2000
No me dejes de querer,ES,2000,Gloria Estefan,Los$40$,2000
Oops! I did it again,EN,2000,Britney Spears,Los$40$,2000
París,ES,2000,La Oreja de Van Gogh,Los$40$,2000
Pasaran,ES,2000,Tam Tam Go!,Los$40$,2000
Quiero un camino,ES,2000,Melon Diesel,Los$40$,2000
Quisiera ser,ES,2000,Alejandro Sanz,Los$40$,2000
Radio,EN,2000,The Corrs,Los$40$,2000
Rayando el sol,ES,2000,Maná,Los$40$,2000
Rock DJ,EN,2000,Robbie Williams,Los$40$,2000
San Pedro,ES,2000,Revólver,Los$40$,2000
Se me olvido otra vez,ES,2000,Mana,Los$40$,2000
Sentir,ES,2000,Luz Casal,Los$40$,2000
Sex bomb,EN,2000,Tom Jones,Los$40$,2000
sex machine,Music,2000,tony sweet,Los Superventas,2000
Shape of my heart,EN,2000,sting,Los$40$,2000
Sobrevivire,ES,2000,Monica Naranjo,Los$40$,2000
Sueño su boca,ES,2000,Raúl,Los$40$,2000
thatäôs the way it is,EN,2000,Celine Dion,Los$40$,2000
The bad touch,EN,2000,The Bloodhound Gang,Los$40$,2000
The best of me,EN,2000,Bryan Adams,Los$40$,2000
The rhytm divine,EN,2000,Enrique Iglesias,Los Superventas,2000
Tu sigue asi,ES,2000,OBK,Los$40$,2000
Ven conmigo,ES,2000,Christina Aguilera,Los$40$,2000
Waiting for tonight,EN,2000,Jennifer Lopez,Los$40$,2000
What a girl wants,EN,2000,Christina Aguilera,Los$40$,2000
Ya no quiero tu querer,ES,2000,José El Francés,Los$40$,2000
You drive me crazy,EN,2000,Britney Spears,Los$40$,2000
19-2000,EN,2001,Gorillaz,Los$40$,2000
abre tu sonrisa,ES,2001,sugarless,Los Superventas,2000
Amor se paga con amor,ES,2001,Jennifer Lopez,Los$40$,2000
Analyse,EN,2001,The Cranberries,Los$40$,2000
and then there was silence,EN,2001,blind guardian,Los Superventas,2000
Angel,EN,2001,Shaggy,Los$40$,2000
AY Corazón,ES,2001,Las Hijas del Sol,Los$40$,2000
Cacho a cacho,ES,2001,Estopa,Los$40$,2000
Can’t get you out of my head,EN,2001,Kylie Minogue,Los$40$,2000
Caravalito,ES,2001,King africa,Los Superventas,2000
Carolina,ES,2001,M-Clan,Los$40$,2000
Club tropicana,ES,2001,Gipsy teens,Los Superventas,2000
Com quieres que te quiera,ES,2001,Rosario,Los$40$,2000
Cómo repartirnos los amigos,ES,2001,Ella Baila Sola,Los$40$,2000
De vuelta y vuelta,ES,2001,Jarabe de Palo,Los$40$,2000
Déjame,ES,2001,Los Secretos,Los$40$,2000
Dile que la quiero,ES,2001,David Civera,Los$40$,2000
Don’t tell Me,EN,2001,Madonna,Los$40$,2000
Dos días en la vida,ES,2001,Jarabe de Palo,Los$40$,2000
dream on,EN,2001,Depeche mode,Los Superventas,2000
El alma al aire,ES,2001,Alejandro Sanz,Los$40$,2000
el baile del gorila,ES,2001,Melody,Los Superventas,2000
El salmón,ES,2001,Andrés Calamaro,Los$40$,2000
Eres un canalla,ES,2001,El Canto del Loco,Los$40$,2000
Estaciones,ES,2001,Antonio Vega,Los$40$,2000
Gente,ES,2001,Presuntos Implicados,Los$40$,2000
gracias por la música,EN,2001,OT1,Los Superventas,2000
Here with me,EN,2001,Dido,Los$40$,2000
hero,EN,2001,Enrique Iglesias,Los Superventas,2000
hidden place,EN,2001,bjork,Los Superventas,2000
Imitation of life,EN,2001,R.E.M.,Los$40$,2000
it began in afrika,EN,2001,the chemical brothers,Los Superventas,2000
King George,EN,2001,Dover,Los$40$,2000
La playa,ES,2001,La Oreja de Van Gogh,Los$40$,2000
Lady Marmalade,EN,2001,Pink,Los$40$,2000
Little L,EN,2001,Jamiroquai,Los$40$,2000
Love don't cost a thing,EN,2001,Jennifer Lopez,Los Superventas,2000
Maggie despierta,ES,2001,M-Clan,Los$40$,2000
Me gustas tu,ES,2001,Manu Chao,Los$40$,2000
Morenamia,ES,2001,Miguel Bose,Los$40$,2000
Nada de na,ES,2001,Café Quijano,Los$40$,2000
No rompas mi corazón,ES,2001,Coyote Dax,Los$40$,2000
Nunca el tiempo es perdido,ES,2001,Manolo Garcia,Los$40$,2000
One wild night,EN,2001,Bob Jovi,Los$40$,2000
Original Prankster,EN,2001,The Offspring,Los$40$,2000
Out of reach,EN,2001,Gabrielle,Los$40$,2000
Partiendo la pana,ES,2001,Estopa,Los$40$,2000
Pretending,EN,2001,Him,Los$40$,2000
Prohibida,ES,2001,Raul,Los$40$,2000
Ruido,ES,2001,Joaquin Sabina,Los$40$,2000
She Bangs,EN,2001,Ricky Martin,Los$40$,2000
Soledad,ES,2001,La Oreja de Van Gogh,Los$40$,2000
Stan,EN,2001,Dido,Los$40$,2000
Suerte,ES,2001,Shakira,Los$40$,2000
The centre of the heart,EN,2001,Roxette,Los$40$,2000
Toda,ES,2001,Malú,Los$40$,2000
Vive el verano,ES,2001,Paulina Rubio,Los$40$,2000
Walking away,EN,2001,Craig David,Los$40$,2000
what it feels like for a girl,EN,2001,Madonna,Los Superventas,2000
whenever whenever,EN,2001,Shakira,Los Superventas,2000
Y sin embargo,ES,2001,Joaquin Sabina,Los$40$,2000
Y yo sigo aqui,ES,2001,Paulina Rubio,Los$40$,2000
Yo quiero bailar,ES,2001,Sonia y Selena,Los$40$,2000
You rock my world,EN,2001,Michael Jackson,Los$40$,2000
69 Punto G,ES,2002,Joaquin Sbina,Los$40$,2000
A Dios le pido,ES,2002,Juanes,Los$40$,2000
A gritos de esperanza,ES,2002,Alex Ubago,Los$40$,2000
A little less conversation,EN,2002,Elvis Presley,Los$40$,2000
A new day has come,EN,2002,Celine Dion,Los$40$,2000
All the things she said,EN,2002,t.A.T.u.,Los$40$,2000
Angel de amor,ES,2002,Maná,Los$40$,2000
Antiheroe,ES,2002,M-Clan,Los$40$,2000
Asereje,ES,2002,Las Ketchup,Los$40$,2000
Atrevete,ES,2002,Chenoa,Los$40$,2000
Ave Maria,ES,2002,David Bisbal,Los$40$,2000
Baila (Sexy thing),ES,2002,Zucchero,Los$40$,2000
Baila Casanova,ES,2002,Paulina Rubio,Los$40$,2000
By the way,EN,2002,Red Hot Chili Peppers,Los$40$,2000
Chica de ayer,ES,2002,Enrique Iglesias,Los$40$,2000
Chihuahua,EN,2002,DJ Bobo,Los$40$,2000
Complicated,EN,2002,Avril Lavigne,Los$40$,2000
Cruel to be kind,EN,2002,Naim,Los$40$,2000
Cuando tu vas,ES,2002,Chenoa,Los$40$,2000
die another day,EN,2002,Madonna,Los Superventas,2000
Digale,ES,2002,David Bisbal,Los$40$,2000
don't say goodbye,EN,2002,Paulina Rubio,Los Superventas,2000
Dos hombres y un destino,ES,2002,David Bustamante,Los$40$,2000
duck toy,EN,2002,hampenberg,Los Superventas,2000
El aire que me das,ES,2002,David Bustamante,Los$40$,2000
Ellas,ES,2002,Alejandro,Los$40$,2000
Es por ti,ES,2002,Juanes,Los$40$,2000
Europe’s living a celebration,EN,2002,Rosa,Los$40$,2000
everyday,EN,2002,Bon Jovi,Los Superventas,2000
fallinäô,EN,2002,Alicia Keys,Los$40$,2000
freeek,EN,2002,george michael,Los Superventas,2000
get the party started,EN,2002,pink,Los Superventas,2000
Hoy,ES,2002,Rosana,Los$40$,2000
La lista de la compra,ES,2002,La Cabra Mecanica,Los$40$,2000
Lady Blue,EN,2002,Bunbury,Los$40$,2000
Llorare las penas,ES,2002,David Bisbal,Los$40$,2000
Mi musica es tu voz,ES,2002,ot1,Los$40$,2000
moiä lolita,FR,2002,Alizee,Los$40$,2000
nadie como tu,ES,2002,shalim,Los Superventas,2000
No se que me das,ES,2002,Fangoria,Los$40$,2000
No te rindas,ES,2002,Alex Ubago,Los$40$,2000
One day in your life,EN,2002,Anastacia,Los$40$,2000
Overprotected,EN,2002,Britney Spears,Los$40$,2000
Perdona,ES,2002,Tiziano Ferro,Los$40$,2000
Que la detengan,ES,2002,David Civera,Los$40$,2000
Sigo intentando,ES,2002,Marta Sanchez,Los$40$,2000
Sin miedo a nada,ES,2002,Alex Ubago,Los$40$,2000
Sin ti no soy nada,ES,2002,Amaral,Los$40$,2000
Son sueños,ES,2002,El Canto del Loco,Los$40$,2000
Soy yo,ES,2002,Marta Sanchez,Los$40$,2000
star guitar,EN,2002,the chemical brothers,Los Superventas,2000
Te dejo Madrid,ES,2002,Shakira,Los$40$,2000
Te esperaré,ES,2002,Antonio Orozco,Los$40$,2000
Te necesito,ES,2002,Amaral,Los$40$,2000
The rising,EN,2002,Bruce Springsteen,Los$40$,2000
through the rain,EN,2002,mariah carey,Los Superventas,2000
Toda la noche en la calle,ES,2002,Amaral,Los$40$,2000
Torero,ES,2002,Chayanne,Los$40$,2000
Vino tinto,ES,2002,Estopa,Los$40$,2000
viva el amor,ES,2002,loona,Los Superventas,2000
Y solo se me ocurre amarte,ES,2002,Alejandro Sanz,Los$40$,2000
1 mas 1 son 7,ES,2003,Fran Perea,Los$40$,2000
20 de enero,ES,2003,La Oreja de Van Gogh,Los$40$,2000
American life,EN,2003,Madonna,Los$40$,2000
Aunque no te pueda ver,ES,2003,Alex Ubago,Los$40$,2000
Bad day,EN,2003,R.E.M.,Los$40$,2000
Bonito,ES,2003,Jarabe de Palo,Los$40$,2000
Bring me to life,EN,2003,Evanescence,Los$40$,2000
Bye bye,EN,2003,David Civera,Los$40$,2000
Cada vez que estoy sin ti,ES,2003,David DeMaria,Los$40$,2000
Color esperanza,ES,2003,Diego Torres,Los$40$,2000
Crazy in love,EN,2003,Beyonce,Los$40$,2000
Dejame olvidarte,ES,2003,Sergio Dalma,Los$40$,2000
Devuelveme a mi chica,ES,2003,Seguridad Social,Los$40$,2000
Devuelveme la vida,ES,2003,Antonio Orozco,Los$40$,2000
Dilemma,EN,2003,Nelly,Los$40$,2000
Dime,ES,2003,Beth,Los$40$,2000
Down,EN,2003,Junior Miguez,Los$40$,2000
El viaje,ES,2003,Antonio Orozco,Los$40$,2000
Electrical storm,EN,2003,U2,Los$40$,2000
En tu cruz me clavaste,ES,2003,Chenoa,Los$40$,2000
Feel,EN,2003,Robbie Williams,Los$40$,2000
Going under,EN,2003,Evanescence,Los$40$,2000
Grita!,ES,2003,Vega,Los$40$,2000
I’m gonna getcha good,EN,2003,Shania Twain,Los$40$,2000
Jaleo,ES,2003,Ricky Martin,Los$40$,2000
Jenny from the block,EN,2003,Jennifer Lopez,Los$40$,2000
La esencia de tu voz,ES,2003,Rosa,Los$40$,2000
La fuerza de la vida,ES,2003,Academia Operacion Triunfo II,Los$40$,2000
La madre de Jose,ES,2003,El Canto del Loco,Los$40$,2000
Lose yourself,EN,2003,Eminem,Los$40$,2000
Lucifer,ES,2003,OBK,Los$40$,2000
Mi corazon,ES,2003,Fran Perea,Los$40$,2000
Morenita,ES,2003,UPA Dance,Los$40$,2000
No es lo mismo,ES,2003,Alejandro Sanz,Los$40$,2000
No me llames iluso,ES,2003,La Cabra Mecánica,Los$40$,2000
No te escaparas,ES,2003,Hombres G,Los$40$,2000
Ojú,ES,2003,Las Niñas,Los$40$,2000
Parando el tiempo,ES,2003,Beth,Los$40$,2000
Puedes contar conmigo,ES,2003,La Oreja de Van Gogh,Los$40$,2000
Que corra el aire,ES,2003,Manuel Carrasco,Los$40$,2000
Rosas,ES,2003,La Oreja de Van Gogh,Los$40$,2000
Rosas y espinas,ES,2003,David Bisbal,Los$40$,2000
sambame,ES,2003,UPA Dance,Los$40$,2000
Sk8er boi,EN,2003,Avril Lavigne,Los$40$,2000
Son de amores,ES,2003,Andy & Lucas,Los$40$,2000
Tanto la queria,ES,2003,Andy & Lucas,Los$40$,2000
Te necesito,ES,2003,Luis Miguel,Los$40$,2000
The game of love,EN,2003,Santana,Los$40$,2000
Una emocion para siempre,ES,2003,Eros Ramazzotti,Los$40$,2000
White flag,EN,2003,Dido,Los$40$,2000
Yin yang,ES,2003,Jarabe de Palo,Los$40$,2000
Abre tu mente,ES,2004,Merche,Los$40$,2000
amazing,EN,2004,george michael,Los Superventas,2000
Buleria,ES,2004,David Bisbal,Los$40$,2000
Camina y ven,ES,2004,David Bisbal,Los$40$,2000
Con la luna llena,ES,2004,Melendi,Los$40$,2000
Cuanto antes,ES,2004,Alex Ubago,Los$40$,2000
Dale don dale,ES,2004,Don Omar,Los$40$,2000
Devuelveme el aire,ES,2004,David Bustamante,Los$40$,2000
diras que estoy loco,ES,2004,miguel angel muñoz,Los Superventas,2000
do they know it's christmas,EN,2004,band aid,Los Superventas,2000
Dragostea din tei,EN,2004,O-Zone,Los$40$,2000
Duele el amor,ES,2004,Alek Syntek,Los$40$,2000
Ella,ES,2004,Bebe,Los$40$,2000
enjoy the silence,EN,2004,Depeche mode,Los Superventas,2000
Escucha atento,ES,2004,Laura Pausini,Los$40$,2000
Everybody's changing,EN,2004,Keane,Los$40$,2000
Fuente de energia,ES,2004,Estopa,Los$40$,2000
Hablando en plata,ES,2004,Melendi,Los$40$,2000
Hey ya!,EN,2004,Outkast,Los$40$,2000
In the shadows,EN,2004,The Rasmus,Los$40$,2000
Insoportable,ES,2004,El Canto del Loco,Los$40$,2000
just lose it,EN,2004,eminem,Los Superventas,2000
La costa del silencio,ES,2004,Mago de Oz,Los$40$,2000
la mano en el fuego,ES,2004,fangoria,Los Superventas,2000
Left outside alone,EN,2004,Anastacia,Los$40$,2000
love profusion,EN,2004,madonna,Los Superventas,2000
Malo,ES,2004,Bebe,Los$40$,2000
Mariacaipirinha,PT,2004,Carlinhos Brown,Los$40$,2000
Me against the music,EN,2004,Britney Spears,Los$40$,2000
"Me, myself and I ",EN,2004,Beyonce,Los$40$,2000
mein teil,DE,2004,rammstein,Los Superventas,2000
Miro la vida pasar,ES,2004,Fangoria,Los$40$,2000
mis adorables vecinos,ES,2004,Sheila,Los Superventas,2000
motivos de un sentimiento,ES,2004,joaquin sabina,Los Superventas,2000
musica para una boda,ES,2004,nacho cano,Los Superventas,2000
Nada valgo sin tu amor,ES,2004,Juanes,Los$40$,2000
Obsesion,ES,2004,Aventura,Los$40$,2000
Olvidate de mi,ES,2004,Iguana Tango,Los$40$,2000
Oye el boom,ES,2004,David Bisbal,Los$40$,2000
para llenarme de ti,ES,2004,ramon,Los Superventas,2000
Para que no se duerman mis sentidos,ES,2004,Manolo Garcia,Los$40$,2000
Pastillas de freno,ES,2004,Estopa,Los$40$,2000
Por que no ser amigos?,ES,2004,Hombres G,Los$40$,2000
Precisamente ahora,ES,2004,David DeMaria,Los$40$,2000
que tengas suertecita,ES,2004,bunbury,Los Superventas,2000
Quiero ser,ES,2004,Antonio Orozco,Los$40$,2000
Retorcediendo palabras,ES,2004,Fangoria,Los$40$,2000
Shut up,EN,2004,The Black Eyed Peas,Los$40$,2000
Sick and tired,EN,2004,Anastacia,Los$40$,2000
Summer sunshine,EN,2004,The Corrs,Los$40$,2000
Tardes negras,ES,2004,Tiziano Ferro,Los$40$,2000
Te quise tanto,ES,2004,Paulina Rubio,Los$40$,2000
Tequila,ES,2004,Cafe Quijano,Los$40$,2000
the unnamed feeling,EN,2004,metallica,Los Superventas,2000
todo nos parece una,ES,2004,astrud,Los Superventas,2000
Valio la pena,ES,2004,Marc Anthony,Los$40$,2000
Vertigo,EN,2004,U2,Los$40$,2000
y ademas es imposible,ES,2004,los planetas,Los Superventas,2000
Y en tu ventana,ES,2004,Andy & Lucas,Los$40$,2000
Ya nada volvera a ser como antes,ES,2004,El Canto del Loco,Los$40$,2000
a pain that i'm used to,EN,2005,depeche mode,Los Superventas,2000
Antes que ver el sol,ES,2005,Coti,Los$40$,2000
axel F,EN,2005,crazy frog,Los Superventas,2000
Caminando por la vida,ES,2005,Melendi,Los$40$,2000
canto,ES,2005,bunbury,Los Superventas,2000
city of blinding lights,EN,2005,U2,Los Superventas,2000
Con solo una sonrisa,ES,2005,Melendi,Los$40$,2000
Dias de verano,ES,2005,Amaral,Los$40$,2000
Don't phunk with my heart,EN,2005,The Black Eyed Peas,Los$40$,2000
dos mentiras,ES,2005,circus,Los Superventas,2000
El universo sobre mi,ES,2005,Amaral,Los$40$,2000
enamorada de ti,ES,2005,monica naranjo,Los Superventas,2000
Es mi soledad,ES,2005,Antonio Orozco,Los$40$,2000
feel good inc,EN,2005,Gorillaz,Los Superventas,2000
galvanize,EN,2005,the chemical brothers,Los Superventas,2000
Have a nice day,EN,2005,Bon Jovi,Los$40$,2000
himno oficial del sevilla fc,ES,2005,el arrebato,Los Superventas,2000
Hung up,EN,2005,Madonna,Los$40$,2000
jingle bells,EN,2005,crazy frog,Los Superventas,2000
La camisa negra,ES,2005,Juanes,Los$40$,2000
la posada de los muertos,ES,2005,mago de oz,Los Superventas,2000
La tortura,ES,2005,Shakira,Los$40$,2000
Let me show you (The way),EN,2005,Natasha Thomas,Los$40$,2000
Missing,EN,2005,Evanescence,Los$40$,2000
Nada fue un error,ES,2005,Coti,Los$40$,2000
No,ES,2005,Shakira,Los$40$,2000
No me crees,ES,2005,Efecto Mariposa,Los$40$,2000
Nunca volvera,ES,2005,El sueño de morfeo,Los$40$,2000
ooh la la,EN,2005,goldfrapp,Los Superventas,2000
Pokito a poko,ES,2005,Chambao,Los$40$,2000
popcorn,EN,2005,crazy frog,Los Superventas,2000
precious,EN,2005,depeche mode,Los Superventas,2000
renuncia al sol,ES,2005,skizoo,Los Superventas,2000
She will be loved,EN,2005,Maroon 5,Los$40$,2000
sin rencor,ES,2005,OBK,Los Superventas,2000
sometime you can't make it on your own,EN,2005,U2,Los Superventas,2000
Sopa fria,ES,2005,M-Clan,Los$40$,2000
Stand my ground,EN,2005,Within Temptation,Los$40$,2000
streets of love,EN,2005,the rolling stones,Los Superventas,2000
the trawlerman's song,EN,2005,mark knofler,Los Superventas,2000
the trooper,EN,2005,iron amiden,Los Superventas,2000
Volverte a ver,ES,2005,Juanes,Los$40$,2000
Welcome to my life,EN,2005,Simple Plan,Los$40$,2000
You're beautiful,EN,2005,James Blunt,Los$40$,2000
Zapatillas,ES,2005,El Canto del Loco,Los$40$,2000
Besos,ES,2006,El Canto del Loco,Los$40$,2000
Dejame verte,ES,2006,Diego Martin,Los$40$,2000
Dulce locura,ES,2006,La Oreja de Van Gogh,Los$40$,2000
En que estrella estara,ES,2006,Nena Daconte,Los$40$,2000
first day of my life,EN,2006,Melanie c,Los Superventas,2000
Hips don't like,EN,2006,Shakira,Los$40$,2000
La pared,ES,2006,Shakira,Los$40$,2000
Labios compartidos,ES,2006,Mana,Los$40$,2000
Let me out,EN,2006,Dover,Los$40$,2000
Malabares,ES,2006,Estopa,Los$40$,2000
"Marta, Sebas, Guille y los demas",ES,2006,Amaral,Los$40$,2000
Me voy,ES,2006,Julieta Venegas,Los$40$,2000
Muñeca de trapo,ES,2006,La Oreja de Van Gogh,Los$40$,2000
Nothing else matters,EN,2006,Lucie Silvas,Los$40$,2000
One,EN,2006,Mary J.Blige,Los$40$,2000
Por la boca vive el pez,ES,2006,Fito & Fitipaldis,Los$40$,2000
Resurreccion,ES,2006,Amaral,Los$40$,2000
Rutinas,ES,2006,Chenoa,Los$40$,2000
Satellites,EN,2006,September,Los$40$,2000
Sorry,EN,2006,Madonna,Los$40$,2000
Te busque,ES,2006,Nelly Furtado,Los$40$,2000
Todo,ES,2006,Pereza,Los$40$,2000
Volvera,ES,2006,El Canto del Loco,Los$40$,2000
All good things (Come to an end),EN,2007,Nelly Furtado,Los$40$,2000
Calle la Pantomima,ES,2007,Melendi,Los$40$,2000
Chasing cars,EN,2007,Show Patrol,Los$40$,2000
Do ya,EN,2007,Dover,Los$40$,2000
En mi lado del sofa,ES,2007,La Oreja de Van Gogh,Los$40$,2000
Grace Kelly,EN,2007,Mika,Los$40$,2000
How to save a life,EN,2007,The Fray,Los$40$,2000
Las de la intuicion,ES,2007,Shakira,Los$40$,2000
Lucky,EN,2007,Lucky Twice,Los$40$,2000
Manda una señal,ES,2007,Mana,Los$40$,2000
Me enamora,ES,2007,Juanes,Los$40$,2000
Me muero,ES,2007,La Quinta Estacion,Los$40$,2000
Monsoon,EN,2007,Tokio Hotel,Los$40$,2000
Nada que perder,ES,2007,Conchita,Los$40$,2000
Ojala pudiera borrarte,ES,2007,Mana,Los$40$,2000
Patience,EN,2007,Take That,Los$40$,2000
Silencio,ES,2007,David Bisbal,Los$40$,2000
Te entiendo,ES,2007,Pignoise,Los$40$,2000
"Te lo agradezco, pero no",ES,2007,Alejandro Sanz,Los$40$,2000
Todo ira bien,ES,2007,Chenoa,Los$40$,2000
Umbrella,EN,2007,Rihanna,Los$40$,2000
Unwritten,EN,2007,Natasha Bedingfield,Los$40$,2000
When the stars go blue,EN,2007,The Corrs,Los$40$,2000
Apologize,EN,2008,OneRepublic,Los$40$,2000
Beautiful girls,EN,2008,Sean Kingston,Los$40$,2000
Bleeding love,EN,2008,Leona Lewis,Los$40$,2000
chiki chiki,ES,2008,Rodolfo chikilicuatre,Promusicae,2000
Como un lobo,ES,2008,Miguel Bose,Los$40$,2000
Cuando amanece,ES,2008,Estopa,Los$40$,2000
Cuando me vaya,ES,2008,Melocos,Los$40$,2000
dame cariño,ES,2008,el arrebato,Promusicae,2000
Don't stop the music,EN,2008,Rihanna,Los$40$,2000
El ultimo vals,ES,2008,La Oreja de Van Gogh,Los$40$,2000
Ella elle l'a,FR,2008,Kate Ryan,Los$40$,2000
Eres tonto!,ES,2008,El Canto del Loco,Los$40$,2000
Estrella polar,ES,2008,Pereza,Los$40$,2000
Gotas de agua dulce,ES,2008,Juanes,Los$40$,2000
I kissed a girl,EN,2008,Katy Perry,Los$40$,2000
Kamikaze,ES,2008,Amaral,Los$40$,2000
Mercy,EN,2008,Duffy,Los$40$,2000
nada mas,ES,2008,ragdog,Promusicae,2000
No dudaria,ES,2008,Rosario,Los$40$,2000
No one,EN,2008,Alicia Keys,Los$40$,2000
Papeles mojados,ES,2008,Chambao,Los$40$,2000
Peter Pan,ES,2008,El Canto del Loco,Los$40$,2000
Pretendo hablarte,ES,2008,Beatriz Luengo,Los$40$,2000
Quiero ser,ES,2008,Amaia Montero,Los$40$,2000
Rehab,EN,2008,Amy Winehouse,Los$40$,2000
Rise up,EN,2008,Yves Larock,Los$40$,2000
Say it right,EN,2008,Nelly Furtado,Los$40$,2000
si no te hubieras ido,ES,2008,mana,Promusicae,2000
Sueños rotos,ES,2008,La Quinta Estacion,Los$40$,2000
Tenia tanto que darte,ES,2008,Nena Daconte,Los$40$,2000
Un violinista en tu tejado,ES,2008,Melendi,Los$40$,2000
Viva la vida,EN,2008,Coldplay,Los$40$,2000
Antes de que cuente diez,ES,2009,Fito & Fitipaldis,Los$40$,2000
Ayo technology,EN,2009,Milow,Los$40$,2000
Beggin,EN,2009,Madcon,Los$40$,2000
Colgando en tus manos,ES,2009,Carlos Baute,Los$40$,2000
Disturbia,EN,2009,Rihanna,Los$40$,2000
Esclavo de sus besos,ES,2009,David Bisbal,Los$40$,2000
Estoy enfermo,ES,2009,Pignoise,Los$40$,2000
Halo,EN,2009,Beyonce,Los$40$,2000
Hemicraneal,ES,2009,Estopa,Los$40$,2000
hot,EN,2009,inna,Promusicae,2000
Hot n cold,EN,2009,Katy Perry,Los$40$,2000
Human,EN,2009,The Killers,Los$40$,2000
I gotta feeling,EN,2009,The Black Eyed Peas,Los$40$,2000
I know you want me,EN,2009,pitbull,Promusicae,2000
I'm yours,EN,2009,Jason Mraz,Los$40$,2000
