Song Name,Language,Hit Year,Song Artist,Source,Decade
Fiel,ES,2021,Los Legendarios,Spotify,2020
Flamenco y Bachata,ES,2021,Daviles de Novelda,Spotify,2020
Friday,EN,2021,Riton,Spotify,2020
Hawái,ES,2021,Maluma,Spotify,2020
Head & Heart,EN,2021,Joel Corry,Spotify,2020
Hecha Pa' Mi,ES,2021,Boza,Spotify,2020
Ingobernable,ES,2021,C. Tangana,Spotify,2020
JOVEN PARA SIEMPRE,ES,2021,Funzo & Baby Loud,Spotify,2020
Juramento eterno de sal,ES,2021,Álvaro De Luna,Spotify,2020
KESI,ES,2021,Camilo,Spotify,2020
Kiss Me More,EN,2021,Doja Cat,Spotify,2020
"L-Gante: Bzrp Music Sessions, Vol.38",ES,2021,Bizarrap,Spotify,2020
La Cartita,ES,2021,Rasel,Spotify,2020
La Curiosidad,ES,2021,Jay Wheeler,Spotify,2020
La Historia,ES,2021,El Taiger,Spotify,2020
LA NOCHE DE ANOCHE,ES,2021,Bad Bunny,Spotify,2020
La Nota,ES,2021,Manuel Turizo,Spotify,2020
Levitating,EN,2021,Dua Lipa,Spotify,2020
Los Tontos,ES,2021,C. Tangana,Spotify,2020
Machu Picchu,ES,2021,Camilo,Spotify,2020
Mamichula,ES,2021,Trueno,Spotify,2020
Me Fije,ES,2021,Alex Rose,Spotify,2020
Me Rehúso,ES,2021,Danny Ocean,Spotify,2020
Mi Niña,ES,2021,Wisin,Spotify,2020
Millones,ES,2021,Camilo,Spotify,2020
MONTERO (Call Me By Your Name),EN,2021,Lil Nas X,Spotify,2020
nathy peluso bzrp music sessions vol. 36,ES,2021,Bizarrap,Spotify,2020
No Te Enamores,ES,2021,Milly,Spotify,2020
Peaches,EN,2021,Justin Bieber,Spotify,2020
Polvo,ES,2021,Nicky Jam,Spotify,2020
Reloj,ES,2021,Rauw Alejandro,Spotify,2020
Save Your Tears,EN,2021,The Weeknd,Spotify,2020
She Don't Give a Fo,EN,2021,Duki,Spotify,2020
Solo,ES,2021,Omar Montes,Spotify,2020
Sudores fríos,ES,2021,Natos y Waor,Spotify,2020
TE MUDASTE,ES,2021,Bad Bunny,Spotify,2020
The Business,EN,2021,tisto,Spotify,2020
Tiroteo,ES,2021,Marc Seguí,Spotify,2020
Trakatá,ES,2021,Ptazeta,Spotify,2020
Travesuras,ES,2021,Nio Garcia,Spotify,2020
Tú Me Dejaste De Querer,ES,2021,C. Tangana,Spotify,2020
UN DIA (ONE DAY),ES,2021,J Balvin,Spotify,2020
Una Locura,ES,2021,Ozuna,Spotify,2020
Veneno,ES,2021,Delaossa,Spotify,2020
Vida de Rico,ES,2021,Camilo,Spotify,2020
Watermelon Sugar,EN,2021,Harry Styles,Spotify,2020
Yo No Sé,ES,2021,Rvfv,Spotify,2020
120,ES,2022,Bad Bunny,Spotify,2020
Ahora y Siempre,ES,2022,Quevedo Linton,Spotify,2020
Algodon de azucar,ES,2022,Chema Rivas,Spotify,2020
As It Was,EN,2022,Harry Styles,Spotify,2020
Ateo,ES,2022,C. Tangana NATHY PELUSO,Spotify,2020
ay mama,ES,2022,Rigoberta Bandini,Spotify,2020
Bam Bam feat. Ed Sheeran,EN,2022,Camila Cabello Ed Sheeran,Spotify,2020
Caile,ES,2022,Luar La L,Spotify,2020
Cayo La Noche,ES,2022,La Pantera Quevedo Juseph Abhir Hathi Bejo Cruz Cafune EL IMA,Spotify,2020
Cold Heart  PNAU Remix,EN,2022,Elton John Dua Lipa PNAU,Spotify,2020
como dormiste,ES,2022,Rels B,Spotify,2020
Coronamos,ES,2022,JC Reyes,Spotify,2020
Curame,ES,2022,Rauw Alejandro,Spotify,2020
Demasiadas Mujeres,ES,2022,C. Tangana,Spotify,2020
Desesperados,ES,2022,Rauw Alejandro Chencho Corleone,Spotify,2020
DESPECHa,ES,2022,ROSALia,Spotify,2020
Despues de la Playa,ES,2022,Bad Bunny,Spotify,2020
Dile Homenaje,ES,2022,Jhayco,Spotify,2020
DÁKITI,ES,2022,Bad Bunny Jhayco,Spotify,2020
Efecto,ES,2022,Bad Bunny,Spotify,2020
El Fin del Mundo,ES,2022,La La Love You Axolotes Mexicanos,Spotify,2020
En El Coche,ES,2022,Aitana,Spotify,2020
Ensename a Bailar,ES,2022,Bad Bunny,Spotify,2020
Experimento,ES,2022,Myke Towers,Spotify,2020
Feliz Cumpleanos Ferxxo,ES,2022,Feid,Spotify,2020
feliz_chimbala,ES,2022,chimbala,Spotify,2020
Flamenco y Bachata,ES,2022,Daviles de Novelda,Spotify,2020
Formentera,ES,2022,Aitana Nicki Nicole,Spotify,2020
Fuera del mercado,ES,2022,Danny Ocean,Spotify,2020
Jordan,ES,2022,Ryan Castro,Spotify,2020
La Bachata,ES,2022,Manuel Turizo,Spotify,2020
LA FAMA,ES,2022,ROSALiA The Weeknd,Spotify,2020
LA INOCENTE,ES,2022,Mora Feid,Spotify,2020
La Llama del Amor  Riega Este Querer  Rumba,ES,2022,Alborea_Omar Montes Jairo deRemache Farruquito,Spotify,2020
La Llevo Al Cielo,ES,2022,Chris Jedi Anuel AA Chencho Corleone nengo Flow,Spotify,2020
La Prendo,ES,2022,Bad Gyal,Spotify,2020
La Zona,ES,2022,Bad Bunny,Spotify,2020
LAS 12,ES,2022,Ana Mena Belinda,Spotify,2020
Ley Seca,ES,2022,Jhayco Anuel AA,Spotify,2020
Loco,ES,2022,Justin Quiles Chimbala Zion  Lennox,Spotify,2020
LOKERA,ES,2022,Rauw Alejandro Lyanno Brray,Spotify,2020
MAMIII,ES,2022,Becky G KAROL G,Spotify,2020
Mami,ES,2022,Rvfv Pablo Mas,Spotify,2020
mariposas,ES,2022,sangiovanni Aitana,Spotify,2020
Me Fui de Vacaciones,ES,2022,Bad Bunny,Spotify,2020
Me Porto Bonito,ES,2022,Bad Bunny Chencho Corleone,Spotify,2020
Medallo,ES,2022,Blessd Justin Quiles Lenny Tavarez,Spotify,2020
MEMORIAS,ES,2022,Mora Jhayco,Spotify,2020
Mi Luz ft. Rels B,ES,2022,Rvfv Rels B,Spotify,2020
Mienteme,ES,2022,TINI Maria Becerra,Spotify,2020
Mon Amour  Remix,ES,2022,zzoilo Aitana,Spotify,2020
Morad Bzrp Music Sessions Vol. 47,ES,2022,Bizarrap Morad,Spotify,2020
Moscow Mule,ES,2022,Bad Bunny,Spotify,2020
Mujeriego,ES,2022,Ryan Castro,Spotify,2020
Musica Ligera,ES,2022,Ana Mena,Spotify,2020
Neverita,ES,2022,Bad Bunny,Spotify,2020
Normal,ES,2022,Feid,Spotify,2020
Nos Comemos feat. Ozuna,ES,2022,Tiago PZK Ozuna,Spotify,2020
Nostalgico,ES,2022,Rvssian Rauw Alejandro Chris Brown,Spotify,2020
Numero 1,ES,2022,Oscu Nobeat,Spotify,2020
Ojitos Lindos,ES,2022,Bad Bunny Bomba Estereo,Spotify,2020
Pantysito,ES,2022,Alejo Feid ROBI,Spotify,2020
Pareja Del Ano,ES,2022,Sebastian Yatra Myke Towers,Spotify,2020
Party,ES,2022,Bad Bunny Rauw Alejandro,Spotify,2020
Paulo Londra Bzrp Music Sessions Vol. 23,ES,2022,Bizarrap Paulo Londra,Spotify,2020
Pelele,ES,2022,Morad,Spotify,2020
Pepas,ES,2022,Farruko,Spotify,2020
Piel de Cordero,ES,2022,Quevedo La Pantera,Spotify,2020
Plan A,ES,2022,Paulo Londra,Spotify,2020
PROVENZA,ES,2022,KAROL G,Spotify,2020
Quevedo Bzrp Music Sessions Vol. 52,ES,2022,Bizarrap Quevedo,Spotify,2020
Risuena,ES,2022,Omar Montes Daviles de Novelda,Spotify,2020
RUMBAToN,ES,2022,Daddy Yankee,Spotify,2020
Salimo de Noche,ES,2022,Tiago PZK Trueno,Spotify,2020
She Dont Give a Fo,ES,2022,Duki KHEA,Spotify,2020
Si Quieren Frontear,ES,2022,Duki De La Ghetto Quevedo,Spotify,2020
Si Te La Encuentras Por Ahi,ES,2022,Feid,Spotify,2020
Si Tu Te Vas feat. Yung Beef  Remix,ES,2022,Omar Montes Khaled Kaydy Cain Yung Beef,Spotify,2020
Sigue,ES,2022,Beny Jr Morad K y B,Spotify,2020
SIN SEnAL,ES,2022,Quevedo Ovy On The Drums,Spotify,2020
SloMo,ES,2022,Chanel,Spotify,2020
Tacones Rojos,ES,2022,Sebastian Yatra,Spotify,2020
Tarot,ES,2022,Bad Bunny Jhayco,Spotify,2020
Te Felicito,ES,2022,Shakira Rauw Alejandro,Spotify,2020
Tiago PZK Bzrp Music Sessions Vol. 48,ES,2022,Bizarrap Tiago PZK,Spotify,2020
Tigini Remix,ES,2022,Rvfv Kikimoteleba,Spotify,2020
Tiroteo  Remix,ES,2022,Marc Segua Rauw Alejandro Pol Granch,Spotify,2020
Titi Me Pregunto,ES,2022,Bad Bunny,Spotify,2020
Todo De Ti,ES,2022,Rauw Alejandro,Spotify,2020
TOP 5,ES,2022,Duki,Spotify,2020
Traductor,ES,2022,Tiago PZK Myke Towers,Spotify,2020
Tu Me Dejaste De Querer,ES,2022,C. Tangana Nino de Elche La Hungara,Spotify,2020
Tu Y Yo feat. Los del Control,ES,2022,Cano Los del Control,Spotify,2020
ULTRA SOLO,ES,2022,Polima Westcoast Pailita,Spotify,2020
Una Noche en Medellin,ES,2022,Cris Mj,Spotify,2020
Una Vaina Loca,ES,2022,Fuego Manuel Turizo Duki,Spotify,2020
Villano Antillano Bzrp Music Sessions Vol. 51,ES,2022,Bizarrap Villano Antillano,Spotify,2020
VISTA AL MAR,ES,2022,Quevedo,Spotify,2020
Volando  Remix,ES,2022,Mora Bad Bunny Sech,Spotify,2020
Yonaguni,ES,2022,Bad Bunny,Spotify,2020
